id,name,phone_original,phone_normalized,country,rating,company,address
ChIJdcbzbxEvdTER-bIbeBxQpis,Laptop Repair Center Credits Tphcm,+84 904 580 004,+84904580004,vietnam,4.7,Laptop Repair Center Credits Tphcm,"89B Tôn Thất Thuyết, Phường 16, Quận 4, Thành phố Hồ Chí Minh 700900, Vietnam"
ChIJnUERXrEudTERcs5o9nyqhC0,Trí Nhân Laptop,+84 988 661 875,+84988661875,vietnam,4.7,Trí Nhân Laptop,"89 Nguyễn Văn Tố, Phú Thọ Hoà, Tân Phú, Thành phố Hồ Chí Minh, Vietnam"
ChIJH-8VumwvdTERoh4RLvifYhE,Sửa chữa Laptop Macbook Uy Tín Lấy Liền - MrLaptop Quận 3,+84 968 450 450,+84968450450,vietnam,4.7,Sửa chữa Laptop Macbook Uy Tín Lấy Liền - MrLaptop Quận 3,"514 Cách Mạng Tháng Tám, Phường 11, Quận 3, Thành phố Hồ Chí Minh, Vietnam"
ChIJObtF2RwndTERv_lopU_AV6g,"Sửa chữa laptop, máy tính - Cửa hàng ITFIX",+84 966 489 633,+84966489633,vietnam,4.7,"Sửa chữa laptop, máy tính - Cửa hàng ITFIX","245 Đ. Hoàng Diệu 2, Phường Linh Trung, Thủ Đức, Thành phố Hồ Chí Minh 70000, Vietnam"
ChIJCWcNMbsodTERUBCFN5v2RDk,Center FASTCARE Binh Thanh,+84 1800 2057,+8418002057,vietnam,4.7,Center FASTCARE Binh Thanh,"303 Xô Viết Nghệ Tĩnh, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Vietnam"
ChIJPXSYJ3IvdTERu_MVNe0uOhc,"Sintech | PC, Laptop, Màn hình, Linh kiện máy tính laptop",+84 911 713 000,+84911713000,vietnam,4.7,"Sintech | PC, Laptop, Màn hình, Linh kiện máy tính laptop","457 Đ. Trần Xuân Soạn, Tân Kiểng, Quận 7, Thành phố Hồ Chí Minh 70000, Vietnam"
ChIJVzgub7UvdTERz79LWLu6Otg,An Phát Computer 84T/14 Trần Đình Xu,+84 918 858 797,+84918858797,vietnam,4.7,An Phát Computer 84T/14 Trần Đình Xu,"84T/14 Trần Đình Xu, P. Phú Thuận, Quận 1, Thành phố Hồ Chí Minh 71013, Vietnam"
ChIJEdAdLJarNTERaeEJV5JnMIw,GamesCenter Store,+84 345 856 789,+84345856789,vietnam,4.6,GamesCenter Store,"38C P. Lý Nam Đế, Điện Biên, Hoàn Kiếm, Hà Nội 100000, Vietnam"
ChIJ4SCH1zQpdTERS7B8RagPHtU,Xgear,+84 28 7108 1881,+842871081881,vietnam,4.6,Xgear,"8 Tự Lập, Phường Tân, Sơn Nhất, Thành phố Hồ Chí Minh 70000, Vietnam"
ChIJ6zQrNaMvdTER1nnMJbeBDLo,Máy tính PCM - HCM,+84 879 979 997,+84879979997,vietnam,4.6,Máy tính PCM - HCM,"83A Cửu Long, Phường 15, Quận 10, Thành phố Hồ Chí Minh 72519, Vietnam"
ChIJP2kmP3CtNTERsq08zVj_y4E,Minh An Computer - Laptop PC Gaming Đồ Họa Workstation,+84 1800 6321,+8418006321,vietnam,4.5,Minh An Computer - Laptop PC Gaming Đồ Họa Workstation,"91 Nguyễn Xiển, Hạ Đình, Thanh Xuân, Hà Nội 10000, Vietnam"
ChIJ_dOSNL9UNDERiV9EVKWo1B0,M8 Computer - Sửa Chữa Gaming Gear - In Lót Chuột - Sửa Bàn Phím Cơ - Sửa Chuột - Sửa Tai Nghe Gaming - Sửa Tay Cầm Chơi Game,+84 979 517 538,+84979517538,vietnam,4.5,M8 Computer - Sửa Chữa Gaming Gear - In Lót Chuột - Sửa Bàn Phím Cơ - Sửa Chuột - Sửa Tai Nghe Gaming - Sửa Tay Cầm Chơi Game,"8B ngách 5 Ngõ 65, Mai Dịch, Cầu Giấy, Hà Nội 100000, Vietnam"
ChIJSSX9x6ModTERyEuLeH_UP84,APSHOP,+84 938 975 268,+84938975268,vietnam,4.5,APSHOP,"141 Vĩnh Viễn, Phường 4, Quận 10, Thành phố Hồ Chí Minh 700000, Vietnam"
ChIJEdZ96M8ndTERtzT5MZxJgbQ,Phong Vu Computer Store,+84 1800 6867,+8418006867,vietnam,4.5,Phong Vu Computer Store,"164 Đ. Lê Văn Việt, Tăng Nhơn Phú B, Thủ Đức, Thành phố Hồ Chí Minh 800000, Vietnam"
ChIJBesWGYerNTERNNE9YQPeb2k,Phuc Anh Computer Company,+84 24 3968 9966,+842439689966,vietnam,4.4,Phuc Anh Computer Company,"15 P. Xã Đàn, Phương Liên, Đống Đa, Hà Nội, Vietnam"
ChIJDzbFJSMvdTERSVfvjyQqHIQ,"TK Co.,Ltd",+84 909 668 826,+84909668826,vietnam,4.4,"TK Co.,Ltd","114B Tôn Thất Tùng, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam"
ChIJif3s_58vdTERWjipQiZ6oCs,"One Warranty - Repair Phones, Laptops, Tablets",+84 28 3957 2222,+842839572222,vietnam,4.4,"One Warranty - Repair Phones, Laptops, Tablets","195 Nguyễn Thái Học, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam"
ChIJQ_Ck0boodTERB_Wj1QHeuj0,Cấp Cứu Laptop - Cấp Cứu Di Động - Phụ Kiện Điện Thoại - Quận Bình Tân,+84 1800 7008,+8418007008,vietnam,4.4,Cấp Cứu Laptop - Cấp Cứu Di Động - Phụ Kiện Điện Thoại - Quận Bình Tân,"500 Đ. Kinh Dương Vương, An Lạc, Bình Tân, Thành phố Hồ Chí Minh 700000, Vietnam"
ChIJ0UArP-0udTER1hrhc_HHlX4,"Bệnh Viện Điện Thoại, Laptop 24h",+84 1900 0213,+8419000213,vietnam,4.4,"Bệnh Viện Điện Thoại, Laptop 24h","260 3 Tháng 2, Phường 12, Quận 10, Thành phố Hồ Chí Minh 70000, Vietnam"
ChIJrcXo2boodTERY1JDhv5OLDs,HP Service Center,+84 1800 588868,+841800588868,vietnam,4.4,HP Service Center,"162 Hai Bà Trưng, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Vietnam"
ChIJhZE8ftEudTERzn-0fcn3Nx4,HACOM QUẬN 3 HỒ CHÍ MINH,+84 28 7300 0322,+842873000322,vietnam,4.4,HACOM QUẬN 3 HỒ CHÍ MINH,"478 Cách Mạng Tháng Tám, Phường 11, Quận 3, Thành phố Hồ Chí Minh, Vietnam"
ChIJN4LdgX2sNTERwtt-TTZaT2k,HANOINEW COMPUTER,+84 24 2239 8888,+842422398888,vietnam,4.3,HANOINEW COMPUTER,"30 P. Võ Văn Dũng, Chợ Dừa, Đống Đa, Hà Nội 100000, Vietnam"
ChIJ2XEbJHCsNTERFxPX0qdOpZw,Playzone Gaming Gear Shop,+84 965 789 666,+84965789666,vietnam,4.3,Playzone Gaming Gear Shop,"210 P. Lê Trọng Tấn, Định Công, Thanh Xuân, Hà Nội, Vietnam"
ChIJ0QXfxxyrNTER81_UPKhABtI,Lắc Đầu Store,+84 349 296 461,+84349296461,vietnam,4.3,Lắc Đầu Store,"66 xã đàn, phương liên Hà Nội, Hanoi City, 100000, Vietnam"
ChIJq5hOSZEudTERVSzMtkq0l2k,TekCore - Chuyên PC tản nước Đồ họa và Game,+84 28 2249 9777,+842822499777,vietnam,4.3,TekCore - Chuyên PC tản nước Đồ họa và Game,"96 Đ. Huỳnh Văn Một, Phú Thạnh, Tân Phú, Thành phố Hồ Chí Minh, Vietnam"
ChIJgZNXXjsvdTEReLchgtnW07o,Phong Vu Computer,+84 1800 6867,+8418006867,vietnam,4.2,Phong Vu Computer,"264A-264B-264C, 264B - 264C Nguyễn Thị Minh Khai, Phường 6, Quận 3, Thành phố Hồ Chí Minh 700000, Vietnam"
ChIJ6dqr1uUudTERMd37w3zcLXo,Tân Doanh,+84 783 666 668,+84783666668,vietnam,4.2,Tân Doanh,"496 3 Tháng 2, Phường 14, Quận 10, Thành phố Hồ Chí Minh 700000, Vietnam"
ChIJJ7pZxNUpdTEREUMDjk3wK8g,Phong Vũ,+84 1800 6867,+8418006867,vietnam,4.2,Phong Vũ,"2A Nguyễn Oanh, Phường 1, Gò Vấp, Thành phố Hồ Chí Minh 700000, Vietnam"
ChIJQSe842ovdTERYhsxeBe-2Lo,Laptop Xách Tay Shop,+84 903 344 188,+84903344188,vietnam,4.2,Laptop Xách Tay Shop,"617 3 Tháng 2, Phường 8, Quận 10, Thành phố Hồ Chí Minh 700000, Vietnam"
ChIJcwAvw4GsNTERdrdmDAInCHI,An Phát Computer,+84 918 557 006,+84918557006,vietnam,4.1,An Phát Computer,"49 P. Thái Hà, Trung Liệt, Đống Đa, Hà Nội 100000, Vietnam"
ChIJuVSulH2rNTER1jrVNMnmqiE,Hanoi Computer,+84 24 3628 0886,+842436280886,vietnam,4.1,Hanoi Computer,"284 P. Thái Hà, Chợ Dừa, Đống Đa, Hà Nội 100000, Vietnam"
ChIJkdsMPOEudTEREXJ35oyKTcM,Cấp Cứu Laptop - Cấp Cứu Di Động - Đại Hào - Phụ Kiện Điện Thoại,+84 1800 7008,+8418007008,vietnam,4.1,Cấp Cứu Laptop - Cấp Cứu Di Động - Đại Hào - Phụ Kiện Điện Thoại,"747 3 Tháng 2, Phường 7, Quận 10, Thành phố Hồ Chí Minh 700000, Vietnam"
ChIJ-a7shc8odTERsL1LRJuVOBU,Nhất Tín Computer,+84 915 391 010,+84915391010,vietnam,4.1,Nhất Tín Computer,"233/32 Đ. Đặng Thuỳ Trâm, Phường 13, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam"
ChIJweeqFSIvdTERM4BYwPaxVMc,Khánh Thảo Computer,+84 28 3839 0019,+842838390019,vietnam,4.0,Khánh Thảo Computer,"313 Võ Văn Tần, Phường 5, Quận 3, Thành phố Hồ Chí Minh 71053, Vietnam"
ChIJ2y1DZEerNTERLbTlvoou4GM,Hanoi Computer,+84 1900 1903,+8419001903,vietnam,3.9,Hanoi Computer,"79 Đ. Nguyễn Văn Huyên, Quan Hoa, Cầu Giấy, Hà Nội 10000, Vietnam"
