title,phone,web_site,address,category,review_rating,country,city,link
MYGEAR - Kinh Doanh Phân Phối Laptop - PC & Gaming Gear Chính Hãng Giá Rẻ,+84 787 955 888,https://mygear.com.vn/,"266/32 Đường Tô Hiến Thành, Phường 15, Quận 10, Thành phố Hồ Chí Minh 72509, Vietnam",Computer store,4.8,VN,Ho Chi Minh City,https://www.google.com/maps/place/MYGEAR+-+Kinh+Doanh+Ph%C3%A2n+Ph%E1%BB%91i+Laptop+-+PC+%26+Gaming+Gear+Ch%C3%ADnh+H%C3%A3ng+Gi%C3%A1+R%E1%BA%BB/data=!4m7!3m6!1s0x3175258c58cd9089:0x4629cda842733ac8!8m2!3d10.7789219!4d106.6657932!16s%2Fg%2F11lly2sllt!19sChIJiZDNWIwldTERyDpzQqjNKUY?authuser=0&hl=en&rclk=1
APSHOP,+84 938 975 268,https://apshop.vn/,"141 Vĩnh Viễn, Phường 4, Quận 10, Thành phố Hồ Chí Minh 700000, Vietnam",Computer store,4.5,VN,Ho Chi Minh City,https://www.google.com/maps/place/APSHOP/data=!4m7!3m6!1s0x317528a3c7fd2549:0xce3fd47f788b4bc8!8m2!3d10.76437!4d106.670864!16s%2Fg%2F11clg6z_5_!19sChIJSSX9x6ModTERyEuLeH_UP84?authuser=0&hl=en&rclk=1
Thu mua laptop cũ giá cao - Laptop Kim Cương,+84 918 299 907,https://laptopkimcuong.com/thu-mua-laptop-cu-gia-cao,"112/32 Bùi Quang Là, Phường 14, Gò Vấp, Thành phố Hồ Chí Minh, Vietnam",Computer store,5,VN,Ho Chi Minh City,https://www.google.com/maps/place/Thu+mua+laptop+c%C5%A9+gi%C3%A1+cao+-+Laptop+Kim+C%C6%B0%C6%A1ng/data=!4m7!3m6!1s0x3175291eaae01e5f:0xfcb3a344785f5633!8m2!3d10.8343187!4d106.639348!16s%2Fg%2F11h07f6rjw!19sChIJXx7gqh4pdTERM1ZfeESjs_w?authuser=0&hl=en&rclk=1
Laptop Minh Mẫn Cửa hàng chuyên laptop cũ giá rẻ uy tín TPHCM,+84 934 701 111,https://laptopminhman.com/,"390/15 Phạm Văn Bạch, Phường 15, Tân Bình, Thành phố Hồ Chí Minh 700000, Vietnam",Computer store,4.9,VN,Ho Chi Minh City,https://www.google.com/maps/place/Laptop+Minh+M%E1%BA%ABn+C%E1%BB%ADa+h%C3%A0ng+chuy%C3%AAn+laptop+c%C5%A9+gi%C3%A1+r%E1%BA%BB+uy+t%C3%ADn+TPHCM/data=!4m7!3m6!1s0x3175297083300d87:0xc9a3267b86bf2bbe!8m2!3d10.8275059!4d106.6415463!16s%2Fg%2F11g8vq19kf!19sChIJhw0wg3ApdTERviu_hnsmo8k?authuser=0&hl=en&rclk=1
Phong Vũ,+84 1800 6867,https://phongvu.vn/,"2A Nguyễn Oanh, Phường 1, Gò Vấp, Thành phố Hồ Chí Minh 700000, Vietnam",Computer store,4.2,VN,Ho Chi Minh City,https://www.google.com/maps/place/Phong+V%C5%A9/data=!4m7!3m6!1s0x317529d5c459ba27:0xc82bf04d8e034311!8m2!3d10.8304634!4d106.6783183!16s%2Fg%2F11f30k3k43!19sChIJJ7pZxNUpdTEREUMDjk3wK8g?authuser=0&hl=en&rclk=1
Nhan Laptop - Lifetime Warranty,+84 707 691 111,http://baohanhtrondoi.com/,"Phạm Văn Bạch/73 Tân Sơn, Phường, Tân Bình, Thành phố Hồ Chí Minh 700000, Vietnam",Computer store,4.7,VN,Ho Chi Minh City,https://www.google.com/maps/place/Nhan+Laptop+-+Lifetime+Warranty/data=!4m7!3m6!1s0x31752960b1155fcb:0xb4b14367e854f64c!8m2!3d10.8152891!4d106.6345407!16s%2Fg%2F11bzq3wd78!19sChIJy18VsWApdTERTPZU6GdDsbQ?authuser=0&hl=en&rclk=1
TRẦN GIA COMPUTER,+84 937 547 855,http://vitinhtrangia.com/,"522 Đ. Phạm Văn Chiêu, Phường 16, Gò Vấp, Thành phố Hồ Chí Minh, Vietnam",Computer store,4.7,VN,Ho Chi Minh City,https://www.google.com/maps/place/TR%E1%BA%A6N+GIA+COMPUTER/data=!4m7!3m6!1s0x3175299ea54750b3:0xa43eb4f24c9a185e!8m2!3d10.8515744!4d106.6583452!16s%2Fg%2F11f29zz0b7!19sChIJs1BHpZ4pdTERXhiaTPK0PqQ?authuser=0&hl=en&rclk=1
Phong Cách Xanh | Gaming gear & Hi-end Computer,+84 904 135 321,https://www.phongcachxanh.vn/,"Phường đức nhuận, 89 Hồ Văn Huê, Phường 9, Phú Nhuận, Thành phố Hồ Chí Minh 70000, Vietnam",Computer store,4.8,VN,Ho Chi Minh City,https://www.google.com/maps/place/Phong+C%C3%A1ch+Xanh+%7C+Gaming+gear+%26+Hi-end+Computer/data=!4m7!3m6!1s0x317528d88c019971:0x71af4d945a20d3!8m2!3d10.8040937!4d106.6772661!16s%2Fg%2F1tvyj7j0!19sChIJcZkBjNgodTER0yBalE2vcQA?authuser=0&hl=en&rclk=1
Laptop Uy Tín - Thu Mua Laptop Giá Cao HCM,+84 376 766 776,https://laptopuytin.net/,"656/74/42, Đường Quang Trung, Phường 11, Gò Vấp, Thành phố Hồ Chí Minh 700000, Vietnam",Computer store,4.9,VN,Ho Chi Minh City,https://www.google.com/maps/place/Laptop+Uy+T%C3%ADn+-+Thu+Mua+Laptop+Gi%C3%A1+Cao+HCM/data=!4m7!3m6!1s0x31752983b45af1af:0xe68f2b9330af6f1d!8m2!3d10.8385188!4d106.6609426!16s%2Fg%2F11flt8d1hm!19sChIJr_FatIMpdTERHW-vMJMrj-Y?authuser=0&hl=en&rclk=1
Máy Tính Nguyễn Công 249 Lý Thường Kiệt HCM,+84 707 086 666,https://nguyencongpc.vn/,"249 Đ. Lý Thường Kiệt, Phường 15, Quận 11, Thành phố Hồ Chí Minh 72600, Vietnam",Computer store,4.7,VN,Ho Chi Minh City,https://www.google.com/maps/place/M%C3%A1y+T%C3%ADnh+Nguy%E1%BB%85n+C%C3%B4ng+249+L%C3%BD+Th%C6%B0%E1%BB%9Dng+Ki%E1%BB%87t+HCM/data=!4m7!3m6!1s0x31752fc788b93dd1:0x85a7fc3a74bcd7fd!8m2!3d10.7719504!4d106.6574585!16s%2Fg%2F11m_gw6gfm!19sChIJ0T25iMcvdTER_de8dDr8p4U?authuser=0&hl=en&rclk=1
"TK Co.,Ltd",+84 909 668 826,https://tkcomputer.vn/,"114B Tôn Thất Tùng, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam",Computer store,4.4,VN,Ho Chi Minh City,"https://www.google.com/maps/place/TK+Co.,Ltd/data=!4m7!3m6!1s0x31752f2325c5360f:0x841c2a248fef5749!8m2!3d10.7712604!4d106.6874493!16s%2Fg%2F1vgq9l53!19sChIJDzbFJSMvdTERSVfvjyQqHIQ?authuser=0&hl=en&rclk=1"
Hanoi Computer,+84 24 3628 0886,https://hacom.vn/,"284 P. Thái Hà, Chợ Dừa, Đống Đa, Hà Nội 100000, Vietnam",Computer store,4.1,VN,Hanoi,"https://www.google.com/maps/place/Hanoi+Computer/@21.0150428,105.8178181,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab7d94ae54b9:0x21aae6c934d53ad6!8m2!3d21.0150428!4d105.8178181!16s%2Fg%2F11c5634jf7?hl=en&entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D"
Sửa chữa macbook Tín Nhân,+84 916 666 622,http://suachuamacbook.com/,"285/51 Cách Mạng Tháng Tám, Phường 12, Quận 10, Thành phố Hồ Chí Minh 700000, Vietnam",Computer repair service,5,VN,Ho Chi Minh City,https://www.google.com/maps/place/S%E1%BB%ADa+ch%E1%BB%AFa+macbook+T%C3%ADn+Nh%C3%A2n/data=!4m7!3m6!1s0x31752f1acd23aff3:0x220dc2f678477f58!8m2!3d10.7778782!4d106.6785265!16s%2Fg%2F11sx3px1ff!19sChIJ868jzRovdTERWH9HePbCDSI?authuser=0&hl=en&rclk=1
Emergency Laptop - Emergency Mobile - Nine Hao,+84 977 654 321,,"367 Điện Biên Phủ, Phường 2, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Vietnam",Computer repair service,4.8,VN,Ho Chi Minh City,https://www.google.com/maps/place/Emergency+Laptop+-+Emergency+Mobile+-+Nine+Hao/data=!4m7!3m6!1s0x31752ee3a0aa1a5b:0x3d9c724e962ea5a4!8m2!3d10.8017234!4d106.7107204!16s%2Fg%2F11c43zdg3r!19sChIJWxqqoOMudTERpKUulk5ynD0?authuser=0&hl=en&rclk=1
Saigon Computer,+84 982 342 030,http://saigoncomputer.vn/,"115A Lê Quang Định, Phường 14, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",Computer repair service,4.8,VN,Ho Chi Minh City,https://www.google.com/maps/place/Saigon+Computer/data=!4m7!3m6!1s0x3175295842d2bb33:0x81ff4391680e77dd!8m2!3d10.8067644!4d106.6966598!16s%2Fg%2F11v0nmpw4d!19sChIJM7vSQlgpdTER3XcOaJFD_4E?authuser=0&hl=en&rclk=1
Sửa Laptop Bảo An,+84 763 647 686,http://laptopbaoan.net/,"1/44 Đ. Tân Thành, Hòa Thạnh, Tân Phú, Thành phố Hồ Chí Minh 72006, Vietnam",Computer repair service,5,VN,Ho Chi Minh City,https://www.google.com/maps/place/S%E1%BB%ADa+Laptop+B%E1%BA%A3o+An/data=!4m7!3m6!1s0x31752f8736b5bc3f:0xd173c675be3d1462!8m2!3d10.7856701!4d106.639935!16s%2Fg%2F11t6h5ynbs!19sChIJP7y1NocvdTERYhQ9vnXGc9E?authuser=0&hl=en&rclk=1
"One Warranty - Repair Phones, Laptops, Tablets",+84 28 3957 2222,https://baohanhone.com/,"195 Nguyễn Thái Học, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam",Phone repair service,4.4,VN,Ho Chi Minh City,"https://www.google.com/maps/place/One+Warranty+-+Repair+Phones,+Laptops,+Tablets/data=!4m7!3m6!1s0x31752f9fffecfd89:0x2ba07a2642a9385a!8m2!3d10.7686559!4d106.6947289!16s%2Fg%2F11rzglf6pg!19sChIJif3s_58vdTERWjipQiZ6oCs?authuser=0&hl=en&rclk=1"
SaiGon Computer Q1,+84 937 872 877,http://saigoncomputer.vn/,"87 Trần Đình Xu, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh, Vietnam",Computer repair service,4.7,VN,Ho Chi Minh City,https://www.google.com/maps/place/SaiGon+Computer+Q1/data=!4m7!3m6!1s0x31752f9641d0d301:0xa8b7fe9fcb116c52!8m2!3d10.7620625!4d106.6888125!16s%2Fg%2F11svnh7kck!19sChIJAdPQQZYvdTERUmwRy5_-t6g?authuser=0&hl=en&rclk=1
Sửa Laptop Macbook - THẾ GIỚI LAPTOP 24H,+84 862 283 289,https://thegioilaptop24h.com/,"122 Đ. Đào Duy Anh, Phường 9, Phú Nhuận, Thành phố Hồ Chí Minh 70000, Vietnam",Computer repair service,4.8,VN,Ho Chi Minh City,https://www.google.com/maps/place/S%E1%BB%ADa+Laptop+Macbook+-+TH%E1%BA%BE+GI%E1%BB%9AI+LAPTOP+24H/data=!4m7!3m6!1s0x31752938a3f396bf:0x8d2ffdb2bac82a27!8m2!3d10.8075509!4d106.6751647!16s%2Fg%2F11n906bb8c!19sChIJv5bzozgpdTERJyrIurL9L40?authuser=0&hl=en&rclk=1
Sửa chữa laptop lấy liền uy tín Thủ Đức - Fix360,+84 972 232 424,https://fix360.vn/,"272 Đ. Hoàng Diệu 2, Linh Chiểu, Thủ Đức, Thành phố Hồ Chí Minh 70000, Vietnam",Computer repair service,4.8,VN,Ho Chi Minh City,https://www.google.com/maps/place/S%E1%BB%ADa+ch%E1%BB%AFa+laptop+l%E1%BA%A5y+li%E1%BB%81n+uy+t%C3%ADn+Th%E1%BB%A7+%C4%90%E1%BB%A9c+-+Fix360/data=!4m7!3m6!1s0x3175276ae1dad009:0x3ce218dc9b68154b!8m2!3d10.85397!4d106.7720191!16s%2Fg%2F11jfrqt00c!19sChIJCdDa4WondTERSxVom9wY4jw?authuser=0&hl=en&rclk=1
Không gian care - Sửa Chữa Laptop-Macbook-iPhone-iPad,+84 938 881 872,http://khonggiancare.com/,"54 Đường Trần Minh Quyền, Phường 10, Quận 10, Thành phố Hồ Chí Minh 700000, Vietnam",Computer repair service,4.9,VN,Ho Chi Minh City,https://www.google.com/maps/place/Kh%C3%B4ng+gian+care+-+S%E1%BB%ADa+Ch%E1%BB%AFa+Laptop-Macbook-iPhone-iPad/data=!4m7!3m6!1s0x31752ec6afb2f91d:0x96b8435e39ec9fe3!8m2!3d10.7704368!4d106.6748666!16s%2Fg%2F11csrpr13h!19sChIJHfmyr8YudTER45_sOV5DuJY?authuser=0&hl=en&rclk=1
Cấp Cứu Laptop - Cấp Cứu Di Động - Đại Hào - Phụ Kiện Điện Thoại,+84 1800 7008,https://capcuulaptop.com/,"747 3 Tháng 2, Phường 7, Quận 10, Thành phố Hồ Chí Minh 700000, Vietnam",Computer repair service,4.1,VN,Ho Chi Minh City,https://www.google.com/maps/place/C%E1%BA%A5p+C%E1%BB%A9u+Laptop+-+C%E1%BA%A5p+C%E1%BB%A9u+Di+%C4%90%E1%BB%99ng+-+%C4%90%E1%BA%A1i+H%C3%A0o+-+Ph%E1%BB%A5+Ki%E1%BB%87n+%C4%90i%E1%BB%87n+Tho%E1%BA%A1i/data=!4m7!3m6!1s0x31752ee13c0cdb91:0xc34d8a8ce6777211!8m2!3d10.7644651!4d106.6614723!16s%2Fg%2F1234r5964!19sChIJkdsMPOEudTEREXJ35oyKTcM?authuser=0&hl=en&rclk=1
"trungtamlaptop.com-chuyên mua bán-sửa chữa laptop, máy tính, máy in, camera(cty tnhh công minh)sua laptop q12 chuyen nghiep",+84 909 099 538,http://trungtamlaptop.com/,"511 Đ. Trường Chinh, Tân Thới Nhất, Quận 12, Thành phố Hồ Chí Minh, Vietnam",Electronics store,5,VN,Ho Chi Minh City,"https://www.google.com/maps/place/trungtamlaptop.com-chuy%C3%AAn+mua+b%C3%A1n-s%E1%BB%ADa+ch%E1%BB%AFa+laptop,+m%C3%A1y+t%C3%ADnh,+m%C3%A1y+in,+camera%28cty+tnhh+c%C3%B4ng+minh%29sua+laptop+q12+chuyen+nghiep/data=!4m7!3m6!1s0x31752bd40375a08b:0x6f44e9973277c438!8m2!3d10.8393255!4d106.6170719!16s%2Fg%2F11fxyg39xg!19sChIJi6B1A9QrdTEROMR3MpfpRG8?authuser=0&hl=en&rclk=1"
"SỬA CHỮA NHANH - SỬA ĐIỆN THOẠI, LAPTOP UY TÍN, GIÁ RẺ.",,https://suachuanhanh.com.vn/,"709 3 Tháng 2, P.6, Quận 10, Thành phố Hồ Chí Minh 70000, Vietnam",Computer repair service,4.8,VN,Ho Chi Minh City,"https://www.google.com/maps/place/S%E1%BB%ACA+CH%E1%BB%AEA+NHANH+-+S%E1%BB%ACA+%C4%90I%E1%BB%86N+THO%E1%BA%A0I,+LAPTOP+UY+T%C3%8DN,+GI%C3%81+R%E1%BA%BA./data=!4m7!3m6!1s0x31752f1a464823e9:0xdc7aec114ee303e4!8m2!3d10.7649764!4d106.6624176!16s%2Fg%2F11pzt6nvs4!19sChIJ6SNIRhovdTER5APjThHsetw?authuser=0&hl=en&rclk=1"
"Haga Smartech – Repair & Trade-in MacBook, iPhone, Laptops, iWatch| Thao Dien- An Khanh - Ho Chi Minh",+84 925 435 688,http://www.hagasmartech.com/,"18 Nguyễn Văn Hưởng, Phường An Khánh, Thủ Đức, Thành phố Hồ Chí Minh 70000, Vietnam",Cell phone store,4.9,VN,Ho Chi Minh City,"https://www.google.com/maps/place/Haga+Smartech+%E2%80%93+Repair+%26+Trade-in+MacBook,+iPhone,+Laptops,+iWatch%7C+Thao+Dien-+An+Khanh+-+Ho+Chi+Minh/data=!4m7!3m6!1s0x3175276ef7ba214b:0xc930d519ddd3efbe!8m2!3d10.803199!4d106.727285!16s%2Fg%2F11frt9nh0w!19sChIJSyG6924ndTERvu_T3RnVMMk?authuser=0&hl=en&rclk=1"
Laptop Repair Center Credits Tphcm,+84 904 580 004,https://laptopcare.vn/,"89B Tôn Thất Thuyết, Phường 16, Quận 4, Thành phố Hồ Chí Minh 700900, Vietnam",Computer repair service,4.7,VN,Ho Chi Minh City,https://www.google.com/maps/place/Laptop+Repair+Center+Credits+Tphcm/data=!4m7!3m6!1s0x31752f116ff3c675:0x2ba6501c781bb2f9!8m2!3d10.7533809!4d106.7108034!16s%2Fg%2F11d_2ld93s!19sChIJdcbzbxEvdTER-bIbeBxQpis?authuser=0&hl=en&rclk=1
Cấp Cứu Laptop - Cấp Cứu Di Động - Phụ Kiện Điện Thoại - Quận Bình Tân,+84 1800 7008,https://capcuulaptop.com/,"500 Đ. Kinh Dương Vương, An Lạc, Bình Tân, Thành phố Hồ Chí Minh 700000, Vietnam",Computer repair service,4.4,VN,Ho Chi Minh City,https://www.google.com/maps/place/C%E1%BA%A5p+C%E1%BB%A9u+Laptop+-+C%E1%BA%A5p+C%E1%BB%A9u+Di+%C4%90%E1%BB%99ng+-+Ph%E1%BB%A5+Ki%E1%BB%87n+%C4%90i%E1%BB%87n+Tho%E1%BA%A1i+-+Qu%E1%BA%ADn+B%C3%ACnh+T%C3%A2n/data=!4m7!3m6!1s0x317528bad1a4f043:0x3dbade01d5a3f507!8m2!3d10.7384848!4d106.6150428!16s%2Fg%2F11c52k0fmm!19sChIJQ_Ck0boodTERB_Wj1QHeuj0?authuser=0&hl=en&rclk=1
Laptop Khổng Minh,+84 903 924 995,https://www.laptopkhongminh.com/,"417-419 Đ. Trường Chinh, Tân Thới Nhất, Quận 12, Thành phố Hồ Chí Minh 700000, Vietnam",Electronics store,4.9,VN,Ho Chi Minh City,https://www.google.com/maps/place/Laptop+Kh%E1%BB%95ng+Minh/data=!4m7!3m6!1s0x31752bcfd54a27d7:0x84adf8458318dfb1!8m2!3d10.8376193!4d106.6181658!16s%2Fg%2F11f51y4026!19sChIJ1ydK1c8rdTERsd8Yg0X4rYQ?authuser=0&hl=en&rclk=1
Sửa Macbook Laptop Surface Imac Ipad Iphone - Hoàng Vũ Center,+84 916 472 445,http://www.hoangvucenter.vn/,"395A Cách Mạng Tháng Tám, Phường 13, Quận 10, Thành phố Hồ Chí Minh 700000, Vietnam",Electronics company,4.8,VN,Ho Chi Minh City,https://www.google.com/maps/place/S%E1%BB%ADa+Macbook+Laptop+Surface+Imac+Ipad+Iphone+-+Ho%C3%A0ng+V%C5%A9+Center/data=!4m7!3m6!1s0x31752f2887d9ef4b:0x90ae85a9eb227de3!8m2!3d10.7806542!4d106.6759134!16s%2Fg%2F11kh420zzs!19sChIJS-_ZhygvdTER430i66mFrpA?authuser=0&hl=en&rclk=1
Sửa chữa máy tính LAPTOP Minh Tâm ADE 24/7 (giá sinh viên),+84 934 965 712,,"135A Nguyễn Chí Thanh, Phường 9, Quận 5, Thành phố Hồ Chí Minh 00700, Vietnam",Computer repair service,5,VN,Ho Chi Minh City,https://www.google.com/maps/place/S%E1%BB%ADa+ch%E1%BB%AFa+m%C3%A1y+t%C3%ADnh+LAPTOP+Minh+T%C3%A2m+ADE+24%2F7+%28gi%C3%A1+sinh+vi%C3%AAn%29/data=!4m7!3m6!1s0x31752fdc7431d743:0x5d0426efbd593ed9!8m2!3d10.7594422!4d106.6671783!16s%2Fg%2F11wbxr2wc5!19sChIJQ9cxdNwvdTER2T5Zve8mBF0?authuser=0&hl=en&rclk=1
Mua Bán - Sửa Chữa - Laptop - MacBook - LapTop HD,+84 974 212 652,https://laptophd.vn/dia-chi-sua-laptop-tp-hcm-uy-tin-gia-re,"390 Đường Quang Trung, Phường 10, Gò Vấp, Thành phố Hồ Chí Minh 727010, Vietnam",Used computer store,5,VN,Ho Chi Minh City,https://www.google.com/maps/place/Mua+B%C3%A1n+-+S%E1%BB%ADa+Ch%E1%BB%AFa+-+Laptop+-+MacBook+-+LapTop+HD/data=!4m7!3m6!1s0x317529719efdcc27:0xc0b610dca2e83008!8m2!3d10.8328037!4d106.6669764!16s%2Fg%2F11s3zgcl1m!19sChIJJ8z9nnEpdTERCDDootwQtsA?authuser=0&hl=en&rclk=1
Sửa Laptop Quận 10 - FastFix Repair Center,+84 786 890 792,,"030 Lô V Chung Cư Ngô Gia Tự Phường 2 Quận 10 Đối diện 108, Trần Nhân Tôn, Phường 2, Quận 10, Thành phố Hồ Chí Minh, Vietnam",Computer repair service,5,VN,Ho Chi Minh City,https://www.google.com/maps/place/S%E1%BB%ADa+Laptop+Qu%E1%BA%ADn+10+-+FastFix+Repair+Center/data=!4m7!3m6!1s0x31752fc0dc571e45:0xb7b7d8ebecce0d5c!8m2!3d10.7638997!4d106.6741616!16s%2Fg%2F11x6fkd8rm!19sChIJRR5X3MAvdTERXA3O7OvYt7c?authuser=0&hl=en&rclk=1
Laptop Dai Loi,+84 902 771 567,https://laptopdailoi.com/,"658 Nguyễn Thị Định, Phường Thạnh Mỹ Lợi, Thủ Đức, Thành phố Hồ Chí Minh 70000, Vietnam",Electronic parts supplier,4.8,VN,Ho Chi Minh City,https://www.google.com/maps/place/Laptop+Dai+Loi/data=!4m7!3m6!1s0x317525d2393f0d81:0x487686e5b821972b!8m2!3d10.7763408!4d106.7659106!16s%2Fg%2F11btrr_lc2!19sChIJgQ0_OdIldTERK5chuOWGdkg?authuser=0&hl=en&rclk=1
Trung Tâm Sửa Chữa Applesaigon1,+84 917 978 009,https://applesaigon1.com/,"84B Cống Quỳnh, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam",Computer repair service,5,VN,Ho Chi Minh City,https://www.google.com/maps/place/Trung+T%C3%A2m+S%E1%BB%ADa+Ch%E1%BB%AFa+Applesaigon1/data=!4m7!3m6!1s0x31752f3b500ace53:0x350ee68914b51b8f!8m2!3d10.7644682!4d106.6908103!16s%2Fg%2F11dfld3cdq!19sChIJU84KUDsvdTERjxu1FInmDjU?authuser=0&hl=en&rclk=1
Sửa Laptop Thủ Đức - Sửa Máy Tính Thủ Đức - Cửa Hàng Tin Học Shop Việt,+84 909 593 393,https://shopviet.xyz/,"Hẻm 20 Đ. Số 11, Trường Thọ, Thủ Đức, Thành phố Hồ Chí Minh 700000, Vietnam",Computer repair service,4.9,VN,Ho Chi Minh City,https://www.google.com/maps/place/S%E1%BB%ADa+Laptop+Th%E1%BB%A7+%C4%90%E1%BB%A9c+-+S%E1%BB%ADa+M%C3%A1y+T%C3%ADnh+Th%E1%BB%A7+%C4%90%E1%BB%A9c+-+C%E1%BB%ADa+H%C3%A0ng+Tin+H%E1%BB%8Dc+Shop+Vi%E1%BB%87t/data=!4m7!3m6!1s0x31752793000054bf:0xecca6bcb31737d67!8m2!3d10.8464872!4d106.7541237!16s%2Fg%2F11qnkldxlf!19sChIJv1QAAJMndTERZ31zMctryuw?authuser=0&hl=en&rclk=1
Sửa Chữa Laptop ZIN - Bệnh Viện Laptop,+84 868 733 736,https://benhvienlaptop.com/,"1467A 3 Tháng 2, Phường 16, Quận 11, Thành phố Hồ Chí Minh 700000, Vietnam",Computer repair service,4.9,VN,Ho Chi Minh City,https://www.google.com/maps/place/S%E1%BB%ADa+Ch%E1%BB%AFa+Laptop+ZIN+-+B%E1%BB%87nh+Vi%E1%BB%87n+Laptop/data=!4m7!3m6!1s0x31752fd10d0a7973:0xaa61518d70d3dd6e!8m2!3d10.7563616!4d106.646468!16s%2Fg%2F11w46kw34q!19sChIJc3kKDdEvdTERbt3TcI1RYao?authuser=0&hl=en&rclk=1
CỬA HÀNG VI TÍNH QUẬN 4 - LAPTOPGOLDVN,+84 868 020 292,http://laptopgold.vn/,"222/12 Đoàn Văn Bơ, Phường 8, Quận 4, Thành phố Hồ Chí Minh 70000, Vietnam",Electronic parts supplier,5,VN,Ho Chi Minh City,https://www.google.com/maps/place/C%E1%BB%ACA+H%C3%80NG+VI+T%C3%8DNH+QU%E1%BA%ACN+4+-+LAPTOPGOLDVN/data=!4m7!3m6!1s0x3175279e547df023:0x4cd8b0d99ba9aa43!8m2!3d10.7621675!4d106.7052433!16s%2Fg%2F11bw2gw_6l!19sChIJI_B9VJ4ndTERQ6qpm9mw2Ew?authuser=0&hl=en&rclk=1
ITFIX Hệ Thống Sửa Chữa Laptop,+84 966 489 633,https://itfix.vn/,"484A Lê Văn Việt, Phường Tăng Nhơn Phú A, Quận 9 Ký Túc Xá D2 Đại Học Sư Phạm Kỹ Thuật, Thủ Đức, Thành phố Hồ Chí Minh 70000, Vietnam",Computer repair service,4.9,VN,Ho Chi Minh City,https://www.google.com/maps/place/ITFIX+H%E1%BB%87+Th%E1%BB%91ng+S%E1%BB%ADa+Ch%E1%BB%AFa+Laptop/data=!4m7!3m6!1s0x3175276514841a83:0x6555c46d80557302!8m2!3d10.8455477!4d106.7975702!16s%2Fg%2F11fq_68cw5!19sChIJgxqEFGUndTERAnNVgG3EVWU?authuser=0&hl=en&rclk=1
"Điện Thoại Vui - Sửa điện thoại, laptop Quận Tân Bình",+84 28 7108 8690,https://dienthoaivui.com.vn/,"570 Âu Cơ, Phường 10, Tân Bình, Thành phố Hồ Chí Minh 700000, Vietnam",Mobile phone repair shop,4.8,VN,Ho Chi Minh City,"https://www.google.com/maps/place/%C4%90i%E1%BB%87n+Tho%E1%BA%A1i+Vui+-+S%E1%BB%ADa+%C4%91i%E1%BB%87n+tho%E1%BA%A1i,+laptop+Qu%E1%BA%ADn+T%C3%A2n+B%C3%ACnh/data=!4m7!3m6!1s0x31752f58aa30f071:0x1f1bc27463ce39a!8m2!3d10.7820835!4d106.6430928!16s%2Fg%2F11h6d62mdn!19sChIJcfAwqlgvdTERmuM8Rie88QE?authuser=0&hl=en&rclk=1"
Công ty vi tính Quang Trung,+84 901 193 644,https://www.vitinhquangtrung.vn/,"75 Đ.Đông Hồ, Phường 4, Quận 8, Thành phố Hồ Chí Minh 700000, Vietnam",Computer repair service,5,VN,Ho Chi Minh City,https://www.google.com/maps/place/C%C3%B4ng+ty+vi+t%C3%ADnh+Quang+Trung/data=!4m7!3m6!1s0x31752f3c51447565:0x3ab417600e292901!8m2!3d10.7400744!4d106.6710124!16s%2Fg%2F11mtd4fypz!19sChIJZXVEUTwvdTERASkpDmAXtDo?authuser=0&hl=en&rclk=1
'new.it,+84 901 100 534,,"26 Thảo Điền, Thủ Đức, Thành phố Hồ Chí Minh 700000, Vietnam",Computer support and services,4.8,VN,Ho Chi Minh City,https://www.google.com/maps/place/%27%27new.it%27/data=!4m7!3m6!1s0x317527f9f4bf5749:0x1ffffc6438263101!8m2!3d10.8045933!4d106.7371703!16s%2Fg%2F11pxwylgyg!19sChIJSVe_9PkndTERATEmOGT8_x8?authuser=0&hl=en&rclk=1
"Điện Thoại Vui - Sửa điện thoại, laptop quận 6",+84 28 7106 1075,https://dienthoaivui.com.vn/,"1075 Đ. Hậu Giang, Phường 11, Quận 6, Thành phố Hồ Chí Minh 700000, Vietnam",Mobile phone repair shop,4.9,VN,Ho Chi Minh City,"https://www.google.com/maps/place/%C4%90i%E1%BB%87n+Tho%E1%BA%A1i+Vui+-+S%E1%BB%ADa+%C4%91i%E1%BB%87n+tho%E1%BA%A1i,+laptop+qu%E1%BA%ADn+6/data=!4m7!3m6!1s0x31752dd3941a7587:0x3b89d93d7342801d!8m2!3d10.7452696!4d106.6241549!16s%2Fg%2F11jwzrs3fp!19sChIJh3UalNMtdTERHYBCcz3ZiTs?authuser=0&hl=en&rclk=1"
